start_time,stop_time,satellite,MLT,L
2021-03-06T06:47:22.437,2021-03-06T06:47:53.656,A,17.613174057035735,7.993540298569355
2021-03-06T07:04:45.802,2021-03-06T07:04:57.277,B,17.62003950756507,8.292345504291683
2021-03-06T07:05:03.014,2021-03-06T07:05:11.629,B,17.66091211844037,6.898621205816891
2021-03-06T07:04:45.802,2021-03-06T07:04:57.277,B,17.62003950756507,8.292345504291683
2021-03-06T07:05:03.014,2021-03-06T07:05:11.629,B,17.66091211844037,6.898621205816891
2021-03-09T00:11:08.750,2021-03-09T00:11:14.450,A,18.410134028770308,11.584167711338495
2021-03-12T10:55:39.984,2021-03-12T10:55:42.815,B,18.49725931260898,6.135352888996024
2021-03-13T00:40:12.069,2021-03-13T00:40:26.204,A,18.081536233469578,5.3139637739408245
2021-03-13T03:45:34.652,2021-03-13T03:45:37.492,A,17.48324351980638,4.650974190958556
2021-03-13T06:50:33.898,2021-03-13T06:50:39.561,A,17.569704993949117,4.682148168068024
2021-03-13T10:16:19.520,2021-03-13T10:16:36.608,B,18.29216196674682,5.8413906013461645
2021-03-17T19:22:08.765,2021-03-17T19:22:11.562,B,7.212052421127394,5.858015056190973
2021-03-20T06:25:14.141,2021-03-20T06:25:16.963,B,4.859560355030255,10.697849132512065
2021-03-20T10:21:03.220,2021-03-20T10:21:25.798,B,18.10304092521026,4.430558203312464
2021-03-20T11:54:31.664,2021-03-20T11:54:37.316,B,18.461341600732933,4.5360326806652
2021-03-23T06:47:13.839,2021-03-23T06:47:20.930,B,17.01631117191703,19.521332316523914
2021-03-24T04:35:48.392,2021-03-24T04:35:59.630,B,16.82159959074226,7.207621667954169
2021-03-31T04:12:20.215,2021-03-31T04:12:25.844,A,16.69865949093823,6.283674461150077
2021-03-31T07:17:27.240,2021-03-31T07:17:35.675,A,17.036353208052656,7.717844169166244
2021-03-31T11:57:30.872,2021-03-31T11:57:33.693,A,18.359273210022774,7.514410444287706
2021-03-31T15:04:47.006,2021-03-31T15:05:03.950,A,19.11204474891256,6.790148838635108
2021-03-31T15:31:35.904,2021-03-31T15:31:50.129,B,19.135436705608406,6.393769406343379
2021-04-07T10:23:32.906,2021-04-07T10:23:41.363,A,17.71746418165783,6.997639040222065
2021-04-07T10:23:44.173,2021-04-07T10:23:47.004,A,17.70742709795979,6.459931470935391
2021-04-07T10:23:49.825,2021-04-07T10:23:52.636,A,17.702510423929102,6.2191998314261605
2021-04-07T10:23:55.467,2021-04-07T10:23:58.288,A,17.697772881381102,6.01048131657282
2021-04-07T10:52:58.834,2021-04-07T10:53:35.275,B,17.79940776041549,6.449046872896621
2021-04-17T05:15:39.242,2021-04-17T05:15:50.662,A,16.271236421586796,5.548467950942734
2021-04-17T02:42:50.480,2021-04-17T02:42:56.155,B,16.173902803738493,6.21310341913086
2021-04-17T04:15:27.696,2021-04-17T04:15:33.371,B,16.12806671921297,5.788518281135895
2021-04-17T05:48:19.935,2021-04-17T05:48:28.429,B,16.30316175612394,5.558566494145079
2021-04-18T09:14:56.210,2021-04-18T09:15:01.953,A,17.097155989279507,5.537376267252901
2021-04-18T09:15:04.814,2021-04-18T09:15:10.548,A,17.094329495911012,5.285157525978
2021-04-18T09:14:56.210,2021-04-18T09:15:01.953,A,17.097155989279507,5.537376267252901
2021-04-18T09:15:04.814,2021-04-18T09:15:10.548,A,17.094329495911012,5.285157525978
2021-04-19T02:22:40.329,2021-04-19T02:22:46.001,A,16.16943218109512,6.895030411799943
2021-04-19T05:27:38.263,2021-04-19T05:27:41.100,A,16.158943955222092,7.1122080486388315
2021-04-19T02:55:31.991,2021-04-19T02:55:59.766,B,15.979404350834542,7.876850650977411
2021-04-19T04:28:18.117,2021-04-19T04:28:49.471,B,16.00156534454069,6.985635543701026
2021-04-19T09:08:13.022,2021-04-19T09:08:18.740,B,17.00446541585968,5.649012787185386
2021-04-20T03:15:20.969,2021-04-20T03:15:40.869,A,16.075592251422353,6.108049637195114
2021-04-23T09:33:50.149,2021-04-23T09:33:58.687,B,17.058190013255953,NaN
2021-04-24T04:14:49.555,2021-04-24T04:15:03.814,B,15.812141340741741,7.32144208235472
2021-04-26T06:01:25.460,2021-04-26T06:01:57.366,B,16.082389014284622,5.6464569642143285
2021-04-26T10:41:34.587,2021-04-26T10:41:45.937,B,17.1902413236366,5.451952534968829
2021-04-27T09:24:42.711,2021-04-27T09:24:45.574,A,16.88183677592101,5.228452629515832
2021-04-29T04:10:40.873,2021-04-29T04:10:46.555,A,3.7839800142451274,5.008176837050419
2021-05-12T09:17:15.832,2021-05-12T09:17:21.511,B,16.44941398494345,7.830210415771295
2021-05-18T02:43:18.067,2021-05-18T02:43:20.904,B,16.773659218302896,6.381927997570008
2021-05-18T02:43:23.742,2021-05-18T02:43:26.579,B,16.786191228982226,6.622306784278679
2021-05-18T02:43:29.417,2021-05-18T02:43:32.254,B,16.79889995548899,6.874090728416118
2021-05-25T23:41:17.731,2021-05-25T23:41:23.443,A,16.580466024018193,8.807865024898266
2021-05-31T16:30:40.622,2021-05-31T16:30:43.486,A,12.762123443108797,8.433245479932479
2021-06-01T15:49:25.723,2021-06-01T15:49:28.582,A,12.46976562802747,8.230870482133948
2021-06-21T12:08:37.947,2021-06-21T12:08:43.672,A,0.47981926899994864,7.654608942558573
2021-06-22T06:25:27.646,2021-06-22T06:25:39.073,B,14.477767384991676,7.246349651624603
2021-06-28T00:32:11.347,2021-06-28T00:32:17.097,A,1.426445798331667,7.55171078916927
2021-07-01T01:51:29.049,2021-07-01T01:51:46.074,B,13.302506365618333,6.892083985295671
2021-07-27T20:52:07.240,2021-07-27T20:52:15.852,A,0.7740479064015505,9.980394705695439
2021-07-27T22:07:13.122,2021-07-27T22:07:24.535,B,0.3195492068515821,10.207474199478881
2021-07-28T02:44:32.781,2021-07-28T02:44:35.631,B,0.4345939882928843,6.193713598110505
2021-07-28T02:45:35.574,2021-07-28T02:45:38.418,B,0.5527977631665273,4.700243984104793
2021-08-03T16:00:27.165,2021-08-03T16:00:32.806,A,1.6141011620326886,9.423981819539904
2021-09-02T12:31:46.165,2021-09-02T12:31:51.815,A,22.299115385672756,5.34852295701165
2021-09-02T12:33:13.209,2021-09-02T12:33:21.447,B,22.262159799858804,5.287811822462971
2021-09-06T09:44:52.815,2021-09-06T09:45:01.153,B,21.784438168475354,6.836990514136988
2021-09-07T18:17:31.836,2021-09-07T18:17:34.644,A,23.81552229078421,4.878156724188571
2021-09-07T18:17:37.457,2021-09-07T18:17:40.269,A,23.81779301426339,5.031476209221603
2021-09-07T18:17:31.836,2021-09-07T18:17:34.644,A,23.81552229078421,4.878156724188571
2021-09-07T18:17:37.457,2021-09-07T18:17:40.269,A,23.81779301426339,5.031476209221603
2021-09-07T18:21:40.871,2021-09-07T18:21:43.660,B,23.78607887360605,4.86463991240707
2021-09-24T15:43:04.199,2021-09-24T15:43:15.547,B,22.688106447292895,5.377625001429654
2021-09-27T10:15:29.760,2021-09-27T10:15:32.597,A,21.207717017836366,7.98363020687084
2021-10-25T17:53:33.577,2021-10-25T17:53:44.937,B,21.40220524065659,7.148530469527525
2021-10-31T11:26:28.723,2021-10-31T11:26:37.348,A,23.07098606207633,6.996514146893564
2021-11-05T14:37:12.631,2021-11-05T14:37:15.484,B,21.848375340174055,5.911661946476546
2021-11-05T14:37:24.021,2021-11-05T14:37:29.709,B,21.841436834525254,5.4329591626322395
2021-11-05T14:37:32.544,2021-11-05T14:37:35.396,B,21.836427458175663,5.132045472727922
2021-11-05T14:37:12.631,2021-11-05T14:37:15.484,B,21.848375340174055,5.911661946476546
2021-11-05T14:37:24.021,2021-11-05T14:37:29.709,B,21.841436834525254,5.4329591626322395
2021-11-05T14:37:32.544,2021-11-05T14:37:35.396,B,21.836427458175663,5.132045472727922
2021-11-11T13:20:53.007,2021-11-11T13:20:55.855,B,21.909656902831287,5.013811973484381
2021-11-13T21:53:08.826,2021-11-13T21:53:11.682,A,20.06270827584082,10.898698694780377
2021-11-14T10:22:36.114,2021-11-14T10:22:41.814,A,22.801172557272,7.644403343613654
2021-11-16T01:03:47.552,2021-11-16T01:03:50.421,A,21.240558034808643,4.914003091832041
2021-11-16T04:09:47.557,2021-11-16T04:09:53.284,A,22.529072395818098,5.432034825792382
2021-11-16T04:10:07.571,2021-11-16T04:10:18.994,A,22.46149549705749,4.932539559369632
2021-11-16T07:18:08.260,2021-11-16T07:18:11.108,A,23.03632018415504,5.704716358889001
2021-11-19T23:37:01.545,2021-11-19T23:37:07.263,A,20.530528807679524,8.186526818527053
2021-11-20T21:20:34.310,2021-11-20T21:20:51.448,A,19.917194645422956,7.140864627390518
2021-11-28T03:50:57.740,2021-11-28T03:51:03.365,B,22.00153362056417,5.645496112367573
2021-11-28T10:08:26.875,2021-11-28T10:08:29.691,B,22.009430387826775,6.3010228059187146
2021-11-29T13:01:43.005,2021-11-29T13:01:51.455,B,20.368392974650753,5.487793828365034
2021-11-30T21:36:52.290,2021-11-30T21:37:03.588,A,19.67056443492093,6.10994047357971
2021-12-01T05:22:35.299,2021-12-01T05:22:46.599,A,22.251376614324954,5.221952999031832
2021-12-01T11:39:59.992,2021-12-01T11:40:11.301,A,21.47852788636228,5.056702451793814
2021-12-01T14:45:20.742,2021-12-01T14:45:23.561,A,20.61202055196327,5.909962670909466
2021-12-01T14:45:43.340,2021-12-01T14:45:54.649,A,20.613719958780187,5.126995366794317
2021-12-01T14:45:20.742,2021-12-01T14:45:23.561,A,20.61202055196327,5.909962670909466
2021-12-01T14:45:43.340,2021-12-01T14:45:54.649,A,20.613719958780187,5.126995366794317
2021-12-01T12:36:19.784,2021-12-01T12:36:25.467,B,21.13951560022247,4.9877923724954885
2021-12-01T14:38:19.892,2021-12-01T14:38:31.235,B,20.651860624029126,4.480282195017472
2021-12-01T17:44:37.265,2021-12-01T17:44:40.087,B,21.148698039990045,5.082990945207339
2021-12-11T06:10:46.821,2021-12-11T06:10:55.377,A,18.429265532350094,6.5087712005875975
2021-12-11T00:24:19.588,2021-12-11T00:24:36.486,B,20.23667855880975,8.256670707735577
2021-12-11T00:25:29.984,2021-12-11T00:25:32.797,B,20.16815023161519,4.9909130067309
2021-12-24T11:50:46.016,2021-12-24T11:51:00.911,A,19.191425594128063,13.849753416971632
2022-01-02T15:34:08.212,2022-01-02T15:34:11.100,B,19.750179066469737,11.746017946851065
2022-01-06T12:55:24.390,2022-01-06T12:55:27.265,A,7.235428706363774,8.715537538330201
2022-01-06T12:55:33.018,2022-01-06T12:55:38.777,A,7.231662840462495,8.210606741105247
2022-01-06T12:55:24.390,2022-01-06T12:55:27.265,A,7.235428706363774,8.715537538330201
2022-01-06T12:55:33.018,2022-01-06T12:55:38.777,A,7.231662840462495,8.210606741105247
2022-01-11T07:18:37.148,2022-01-11T07:18:40.023,A,17.056574015317942,9.388245477255289
2022-01-16T01:14:45.543,2022-01-16T01:14:51.231,A,19.532736766437637,6.18532140011915
2022-01-16T01:15:05.441,2022-01-16T01:15:11.128,A,19.4654292419371,5.506676987075783
2022-01-16T01:14:45.543,2022-01-16T01:14:51.231,A,19.532736766437637,6.18532140011915
2022-01-16T01:15:05.441,2022-01-16T01:15:11.128,A,19.4654292419371,5.506676987075783
2022-01-16T04:21:46.902,2022-01-16T04:21:58.281,A,20.44877662725655,8.717700744267345
2022-01-21T19:01:52.052,2022-01-21T19:02:00.627,A,17.10721128563822,8.44119684778645
2022-01-21T19:02:09.211,2022-01-21T19:02:12.059,A,17.175255512781135,7.545619410985447
2022-01-21T19:01:52.052,2022-01-21T19:02:00.627,A,17.10721128563822,8.44119684778645
2022-01-21T19:02:09.211,2022-01-21T19:02:12.059,A,17.175255512781135,7.545619410985447
2022-01-21T20:34:09.045,2022-01-21T20:34:14.770,A,17.523476657779963,NaN
2022-01-21T20:34:17.629,2022-01-21T20:34:20.477,A,17.5437479221272,7.81488538073471
2022-01-21T15:59:35.444,2022-01-21T15:59:48.103,B,17.10066900153259,9.727577400824984
2022-01-21T20:35:53.312,2022-01-21T20:35:56.119,B,17.481816523158464,8.727152452866237
2022-01-21T20:35:58.931,2022-01-21T20:36:07.372,B,17.494813896477243,8.168634874761297
2022-01-21T20:35:53.312,2022-01-21T20:35:56.119,B,17.481816523158464,8.727152452866237
2022-01-21T20:35:58.931,2022-01-21T20:36:07.372,B,17.494813896477243,8.168634874761297
2022-01-25T04:08:15.329,2022-01-25T04:08:21.122,A,16.233186385784677,6.830051924003775
2022-01-25T10:20:14.017,2022-01-25T10:20:31.380,A,17.75546948478142,5.677612706306535
2022-01-25T22:39:29.855,2022-01-25T22:39:35.637,A,17.70668752279817,4.904767797562465
2022-01-29T11:57:47.427,2022-01-29T11:58:01.565,B,17.99538538728756,4.7592401227863785
2022-02-02T04:03:29.237,2022-02-02T04:03:37.833,A,15.697041156014594,8.48978422926945
2022-02-05T15:36:56.984,2022-02-05T15:37:05.497,A,18.60876569891359,8.33232092547165
2022-02-16T11:29:24.155,2022-02-16T11:29:29.839,A,17.343260353798517,8.39655429028628
2022-02-16T13:01:50.008,2022-02-16T13:01:55.692,A,17.741766523603893,7.536262251936034
2022-02-16T13:02:07.058,2022-02-16T13:02:12.742,A,17.761050098585844,8.787295086753684
2022-02-16T13:01:50.008,2022-02-16T13:01:55.692,A,17.741766523603893,7.536262251936034
2022-02-16T13:02:07.058,2022-02-16T13:02:12.742,A,17.761050098585844,8.787295086753684
2022-02-21T10:32:36.794,2022-02-21T10:32:42.494,A,16.95086144723655,6.117222770265544
2022-02-22T03:31:45.774,2022-02-22T03:31:48.637,A,15.393938101891937,4.96708155615106
2022-02-27T10:50:25.374,2022-02-27T10:50:31.049,B,16.812543491870542,4.892929401596828
2022-02-27T10:50:39.562,2022-02-27T10:50:53.749,B,16.810771919199926,5.24627059215453
2022-02-27T10:50:25.374,2022-02-27T10:50:31.049,B,16.812543491870542,4.892929401596828
2022-02-27T10:50:39.562,2022-02-27T10:50:53.749,B,16.810771919199926,5.24627059215453
2022-03-12T02:43:59.663,2022-03-12T02:44:11.135,A,14.572919940588923,6.403418444375934
2022-03-12T02:44:14.017,2022-03-12T02:44:16.895,A,14.496066215897228,6.940333212017238
2022-04-14T11:16:06.899,2022-04-14T11:16:12.599,B,15.592687497019227,4.978425522977198
2022-04-23T01:50:18.325,2022-04-23T01:50:21.132,B,13.140170523368065,6.795817054745605
2022-05-01T13:08:12.744,2022-05-01T13:08:21.360,B,15.38245983502018,5.259369587563583
2022-05-11T21:27:11.533,2022-05-11T21:27:16.438,A,16.201076613106004,6.773299386987219
2022-05-12T00:33:59.104,2022-05-12T00:34:01.904,A,16.44569266419918,6.537792578227025
2022-06-03T21:40:36.967,2022-06-03T21:40:42.633,A,0.32898938412080875,6.438712412669575
2022-06-05T22:44:51.342,2022-06-05T22:44:56.879,A,23.430429703838584,8.674206033692833
2022-07-11T19:26:30.393,2022-07-11T19:26:33.315,A,23.375816788047473,3.9069042847936166
2022-07-11T19:26:42.063,2022-07-11T19:26:44.996,A,23.349859986152932,4.069130446732917
2022-07-11T19:26:30.393,2022-07-11T19:26:33.315,A,23.375816788047473,3.9069042847936166
2022-07-11T19:26:42.063,2022-07-11T19:26:44.996,A,23.349859986152932,4.069130446732917
2022-08-07T21:57:19.205,2022-08-07T21:57:30.462,B,21.674282567025013,4.045117187736692
2022-08-07T21:57:52.987,2022-08-07T21:57:58.615,B,21.54684302072899,4.3932444584126795
2022-08-07T21:57:19.205,2022-08-07T21:57:30.462,B,21.674282567025013,4.045117187736692
2022-08-07T21:57:52.987,2022-08-07T21:57:58.615,B,21.54684302072899,4.3932444584126795
2022-08-17T00:47:13.114,2022-08-17T00:47:15.983,A,21.043307403239318,6.507967691234714
2022-08-17T00:47:21.733,2022-08-17T00:47:33.236,A,20.993277243013065,6.927389555297774
2022-08-17T00:47:13.114,2022-08-17T00:47:15.983,A,21.043307403239318,6.507967691234714
2022-08-17T00:47:21.733,2022-08-17T00:47:33.236,A,20.993277243013065,6.927389555297774
2022-08-17T00:59:32.205,2022-08-17T00:59:41.020,B,21.00402293778173,7.023498737773034
2022-08-20T21:00:10.004,2022-08-20T21:00:12.797,A,20.883825779936924,5.3304830193948485
2022-08-20T21:00:54.529,2022-08-20T21:01:00.093,A,20.625316051631373,6.253987131274626
2022-08-20T21:01:02.890,2022-08-20T21:01:05.669,A,20.570885581377105,6.482223515975777
2022-09-04T10:19:36.849,2022-09-04T10:19:45.524,A,21.471826792636147,3.815813062469084
